69890-000,Ipixuna,Amazonas ,,-7.119100,-71.375900
65706-000,Olho d'Água das Cunhãs,Maranhao ,,-4.026300,-45.048302
17400-000,Garça,Sao Paulo,,-22.232500,-49.713600
76580-000,Novo Planalto,Goias,,-13.383600,-49.761002
19450-000,Caiuá,Sao Paulo,,-21.765200,-51.959000
08600-000,Suzano,Sao Paulo,,-23.607100,-46.310001
79480-000,Rio Verde de Mato Grosso,Mato Grosso do Sul,,-18.867201,-54.914700
58819-000,Marizópolis,Paraiba,,-6.817200,-38.301102
94380-000,Glorinha,Rio Grande do Sul,,-29.856800,-50.750900
15410-000,Cajobi,Sao Paulo,,-20.886200,-48.851700
77353-000,Novo Alegre,Tocantins,,-12.873100,-46.569401
69480-000,Tapauá,Amazonas ,,-6.214200,-65.699799
29450-000,Apiacá,Espirito Santo,,-21.080200,-41.561001
15500-000,Votuporanga,Sao Paulo,,-20.480101,-50.012699
55415-000,Quipapá,Pernambuco ,,-8.847500,-36.005100
79690-000,Santa Rita do Pardo,Mato Grosso do Sul,,-21.354799,-52.693100
95800-000,Venâncio Aires,Rio Grande do Sul,,-29.542101,-52.219601
58396-000,Arara,Paraiba,,-6.832300,-35.744900
64675-000,Alegrete do Piauí,Piaui,,-7.162300,-40.824902
25000-000,Duque de Caxias,Rio de Janeiro ,,-22.656799,-43.292900
89677-000,Jaborá,Santa Catarina ,,-27.128500,-51.798698
89683-000,Ponte Serrada,Santa Catarina ,,-26.860500,-51.910702
77463-000,Crixás do Tocantins,Tocantins,,-11.164300,-49.072498
46650-000,Barra da Estiva,Bahia,,-13.717800,-41.083801
37140-000,Areado,Minas Gerais,,-21.334000,-46.167999
77918-000,Maurilândia do Tocantins,Tocantins,,-5.986100,-47.579899
13870-000,São João da Boa Vista,Sao Paulo,,-21.979601,-46.816399
77380-000,Pindorama do Tocantins,Tocantins,,-11.132300,-47.561699
69850-000,Boca do Acre,Amazonas ,,-8.554200,-68.035896
39710-000,Coroaci,Minas Gerais,,-18.611900,-42.258400
78455-000,Lucas do Rio Verde,Mato Grosso ,,-13.041000,-56.155800
39610-000,Itinga,Minas Gerais,,-16.607201,-41.831799
83420-000,Quatro Barras,Parana,,-25.377300,-48.999001
89895-000,Riqueza,Santa Catarina ,,-26.981899,-53.339600
15480-000,Orindiúva,Sao Paulo,,-20.222300,-49.375900
76365-000,São Luíz do Norte,Goias,,-14.892800,-49.282101
63680-000,Parambu,Ceara,,-6.254100,-40.608799
65975-000,Estreito,Maranhao ,,-6.772200,-47.168201
13370-000,Rafard,Sao Paulo,,-23.032801,-47.586800
14660-000,Sales Oliveira,Sao Paulo,,-20.833599,-47.840801
19350-000,Emilianópolis,Sao Paulo,,-21.781799,-51.479599
19273-000,Rosana,Sao Paulo,,-22.492500,-52.819401
62795-000,Barreira,Ceara,,-4.370500,-38.610199
38540-000,Abadia dos Dourados,Minas Gerais,,-18.363501,-47.470001
37510-000,São José do Alegre,Minas Gerais,,-22.340599,-45.520199
27900-000,Macaé,Rio de Janeiro ,,-22.308001,-42.012199
73890-000,Flores de Goiás,Goias,,-14.590000,-46.878502
72980-000,Pirenópolis,Goias,,-15.797600,-49.006699
55930-000,Camutanga,Pernambuco ,,-7.435100,-35.301701
59840-000,Taboleiro Grande,Rio Grande do Norte ,,-5.926100,-38.053501
98200-000,Ibirubá,Rio Grande do Sul,,-28.583300,-53.181198
24890-000,Tanguá,Rio de Janeiro ,,-22.791800,-42.719398
35130-000,Engenheiro Caldas,Minas Gerais,,-19.113501,-42.017899
84220-000,Sengés,Parana,,-24.225700,-49.460800
64395-000,Passagem Franca do Piauí,Piaui,,-5.827300,-42.405800
59370-000,Acari,Rio Grande do Norte ,,-6.385500,-36.639099
59240-000,Tangará,Rio Grande do Norte ,,-6.238500,-35.796200
48330-000,Rio Real,Bahia,,-11.530000,-37.903900
35447-000,Barra Longa,Minas Gerais,,-20.278601,-43.071701
13460-000,Nova Odessa,Sao Paulo,,-22.781601,-47.271301
12935-000,Vargem,Sao Paulo,,-22.891199,-46.415600
57630-000,Belém,Alagoas ,,-9.544200,-36.501999
78430-000,Nortelândia,Mato Grosso ,,-14.427900,-56.741501
78665-000,Alto Boa Vista,Mato Grosso ,,-11.828300,-51.745998
78410-000,Alto Paraguai,Mato Grosso ,,-14.768500,-56.721100
58255-000,Belém,Paraiba,,-6.723300,-35.502399
64680-000,Padre Marcos,Piaui,,-7.365300,-40.934200
93300-000,Novo Hamburgo,Rio Grande do Sul,,-29.723000,-51.056702
15310-000,Magda,Sao Paulo,,-20.576000,-50.224098
73000-000,Sobradinho,Distrito Federal,,-15.657500,-47.791901
29960-000,Conceição da Barra,Espirito Santo,,-18.487400,-39.799500
58000-000,João Pessoa,Paraiba,,-7.170900,-34.865398
58815-000,São José da Lagoa Tapada,Paraiba,,-6.942500,-38.093899
85345-000,Porto Barreiro,Parana,,-25.580900,-52.392101
86410-000,Ribeirão Claro,Parana,,-23.295601,-49.786201
98360-000,Rodeio Bonito,Rio Grande do Sul,,-27.469700,-53.170399
68475-000,Bagre,Para,,-2.401700,-50.166302
58394-000,Borborema,Paraiba,,-6.819200,-35.609501
35388-000,Santo Antônio do Grama,Minas Gerais,,-20.323299,-42.615501
98150-000,Pinhal Grande,Rio Grande do Sul,,-29.270700,-53.345901
18690-000,Itatinga,Sao Paulo,,-23.125700,-48.623402
15910-000,Monte Alto,Sao Paulo,,-21.250099,-48.557899
69100-000,Itacoatiara,Amazonas ,,-3.159800,-58.812000
34300-000,Rio Acima,Minas Gerais,,-20.117001,-43.765400
64265-000,Brasileira,Piaui,,-4.133300,-41.587700
26500-000,Nilópolis,Rio de Janeiro ,,-22.821100,-43.426998
14670-000,Nuporanga,Sao Paulo,,-20.688299,-47.717499
65140-000,Presidente Juscelino,Maranhao ,,-3.086100,-44.077400
37516-000,Marmelópolis,Minas Gerais,,-22.459700,-45.169701
88190-000,Governador Celso Ramos,Santa Catarina ,,-27.351801,-48.529301
45745-000,Ibicaraí,Bahia,,-14.874400,-39.559799
39260-000,Várzea da Palma,Minas Gerais,,-17.460199,-44.740398
58177-000,Sossêgo,Paraiba,,-6.675900,-36.178699
86930-000,São João do Ivaí,Parana,,-23.979200,-51.882599
95325-000,Vista Alegre do Prata,Rio Grande do Sul,,-28.830700,-51.792198
12970-000,Piracaia,Sao Paulo,,-23.052900,-46.302502
78563-000,Tabaporã,Mato Grosso ,,-11.053000,-56.641899
36415-000,Congonhas,Minas Gerais,,-20.531601,-43.859100
46290-000,Mortugaba,Bahia,,-14.984800,-42.405499
94000-000,Gravataí,Rio Grande do Sul,,-29.909100,-50.952999
58908-000,Poço de José de Moura,Paraiba,,-6.599600,-38.505699
59655-000,Areia Branca,Rio Grande do Norte ,,-5.001300,-37.075001
14770-000,Colina,Sao Paulo,,-20.752300,-48.581600
17780-000,Lucélia,Sao Paulo,,-21.636400,-51.000401
17320-000,Mineiros do Tietê,Sao Paulo,,-22.448601,-48.440701
76130-000,Ivolândia,Goias,,-16.649401,-51.115200
63140-000,Assaré,Ceara,,-6.897500,-39.829102
58460-000,Alcantil,Paraiba,,-7.698200,-36.066002
37150-000,Carmo do Rio Claro,Minas Gerais,,-20.979700,-46.104500
36576-000,Porto Firme,Minas Gerais,,-20.667299,-43.068699
85225-000,Boa Ventura de São Roque,Parana,,-24.840799,-51.556400
88850-000,Forquilhinha,Santa Catarina ,,-28.786100,-49.466999
17270-000,Boracéia,Sao Paulo,,-22.167601,-48.788601
47220-000,Campo Alegre de Lourdes,Bahia,,-9.501000,-42.982800
45580-000,Ibirataia,Bahia,,-13.972900,-39.637100
87630-000,Atalaia,Parana,,-23.127300,-52.042900
86450-000,Quatiguá,Parana,,-23.555000,-49.919899
85892-000,Santa Helena,Parana,,-24.906900,-54.287201
89845-000,União do Oeste,Santa Catarina ,,-26.799801,-52.892601
45570-000,Ipiaú,Bahia,,-14.057100,-39.725498
62810-000,Icapuí,Ceara,,-4.723400,-37.413399
39478-000,Matias Cardoso,Minas Gerais,,-14.845600,-43.697899
38960-000,Pratinha,Minas Gerais,,-19.747000,-46.428799
28990-000,Saquarema,Rio de Janeiro ,,-22.870100,-42.561600
69800-000,Humaitá,Amazonas ,,-7.438700,-62.324799
36870-000,Barão de Monte Alto,Minas Gerais,,-21.265400,-42.278900
39990-000,Águas Vermelhas,Minas Gerais,,-15.686800,-41.560398
38525-000,Estrela do Sul,Minas Gerais,,-18.722300,-47.697300
58700-000,Patos,Paraiba,,-6.996900,-37.342899
86825-000,Marilândia do Sul,Parana,,-23.743799,-51.294102
83900-000,São Mateus do Sul,Parana,,-25.923500,-50.480701
69430-000,Beruri,Amazonas ,,-4.343700,-61.751301
78580-000,Alta Floresta,Mato Grosso ,,-10.020000,-56.302898
37890-000,Muzambinho,Minas Gerais,,-21.352400,-46.518398
58824-000,Santa Cruz,Paraiba,,-6.545400,-38.049702
28650-000,Duas Barras,Rio de Janeiro ,,-22.072800,-42.524700
15540-000,Álvares Florence,Sao Paulo,,-20.277599,-49.914101
13995-000,Santo Antônio do Jardim,Sao Paulo,,-22.126301,-46.672401
29750-000,Pancas,Espirito Santo,,-19.155399,-40.817600
78293-000,Glória d'Oeste,Mato Grosso ,,-15.913100,-58.304501
85450-000,Campo Bonito,Parana,,-24.888100,-53.010101
16900-000,Andradina,Sao Paulo,,-20.865499,-51.315701
12700-000,Cruzeiro,Sao Paulo,,-22.570999,-45.000999
17200-000,Jaú,Sao Paulo,,-22.273800,-48.527199
13500-000,Rio Claro,Sao Paulo,,-22.409901,-47.613800
65830-000,Sambaíba,Maranhao ,,-7.614900,-45.677502
39458-000,Verdelândia,Minas Gerais,,-15.546800,-43.680099
64720-000,Socorro do Piauí,Piaui,,-7.898200,-42.507500
59343-000,Jardim do Seridó,Rio Grande do Norte ,,-6.564200,-36.825600
89856-000,Irati,Santa Catarina ,,-26.641100,-52.899601
56640-000,Custódia,Pernambuco ,,-8.128800,-37.662102
79590-000,Selvíria,Mato Grosso do Sul,,-20.249599,-51.832298
58945-000,Carrapateira,Paraiba,,-7.029200,-38.329498
39185-000,São Gonçalo do Rio Preto,Minas Gerais,,-18.076300,-43.355301
95940-000,Arroio do Meio,Rio Grande do Sul,,-29.369699,-51.968201
77730-000,Pequizeiro,Tocantins,,-8.409800,-48.941502
65535-000,Belágua,Maranhao ,,-3.143800,-43.446701
35894-000,Dores de Guanhães,Minas Gerais,,-19.044001,-42.928200
38160-000,Nova Ponte,Minas Gerais,,-19.286501,-47.713699
75190-000,Leopoldo de Bulhões,Goias,,-16.581400,-48.905998
39995-000,Divisa Alegre,Minas Gerais,,-15.694500,-41.391102
35298-000,Nova Belém,Minas Gerais,,-18.499800,-41.118801
85250-000,Nova Tebas,Parana,,-24.430799,-51.945801
15315-000,São João de Iracema,Sao Paulo,,-20.511999,-50.361000
45900-000,Caravelas,Bahia,,-17.667700,-39.756199
39980-000,Cachoeira de Pajeú,Minas Gerais,,-15.971600,-41.493000
35370-000,Rio Casca,Minas Gerais,,-20.128901,-42.660801
85423-000,Iguatu,Parana,,-24.642200,-53.131001
64990-000,Barreiras do Piauí,Piaui,,-9.990400,-45.693298
78948-000,Machadinho d'Oeste,Rondonia,,-9.239500,-62.112400
46130-000,Aracatu,Bahia,,-14.390100,-41.363300
35526-000,Piedade dos Gerais,Minas Gerais,,-20.480801,-44.253101
09500-000,São Caetano do Sul,Sao Paulo,,-23.624300,-46.562401
45460-000,Wenceslau Guimarães,Bahia,,-13.618200,-39.580898
28970-000,Araruama,Rio de Janeiro ,,-22.673201,-42.275200
37740-000,Bandeira do Sul,Minas Gerais,,-21.729099,-46.382801
36110-000,Chácara,Minas Gerais,,-21.679199,-43.218300
68465-000,Baião,Para,,-3.252800,-49.754501
59218-000,Passa e Fica,Rio Grande do Norte ,,-6.453000,-35.626202
77910-000,Darcinópolis,Tocantins,,-6.760700,-47.756901
48790-000,Tucano,Bahia,,-10.994300,-38.862499
65245-000,Peri Mirim,Maranhao ,,-2.542300,-44.933800
28900-000,Cabo Frio,Rio de Janeiro ,,-22.717300,-42.042198
96230-000,Santa Vitória do Palmar,Rio Grande do Sul,,-33.243500,-53.223499
58360-000,Itabaiana,Paraiba,,-7.366600,-35.365700
64230-000,Buriti dos Lopes,Piaui,,-3.293600,-41.818100
84000-000,Ponta Grossa,Parana,,-25.144100,-50.073799
95790-000,Brochier,Rio Grande do Sul,,-29.548201,-51.611500
96160-000,Capão do Leão,Rio Grande do Sul,,-31.843201,-52.553200
55690-000,Barra de Guabiraba,Pernambuco ,,-8.394500,-35.620499
29345-000,Marataízes,Espirito Santo,,-21.094801,-40.898998
58784-000,São José de Caiana,Paraiba,,-7.259200,-38.344799
95310-000,André da Rocha,Rio Grande do Sul,,-28.588301,-51.499802
89107-000,Pomerode,Santa Catarina ,,-26.724001,-49.168999
89533-000,São Cristovão do Sul,Santa Catarina ,,-27.267099,-50.377300
73760-000,São João d'Aliança,Goias,,-14.429100,-47.414101
37997-000,Claraval,Minas Gerais,,-20.356800,-47.252399
39708-000,Frei Lagonegro,Minas Gerais,,-18.142900,-42.760601
37630-000,Toledo,Minas Gerais,,-22.705700,-46.390400
58297-000,Rio Tinto,Paraiba,,-6.785100,-35.015099
87900-000,Loanda,Parana,,-22.965799,-52.995300
59965-000,Alexandria,Rio Grande do Norte ,,-6.400000,-37.968601
14240-000,Cajuru,Sao Paulo,,-21.270500,-47.316502
29800-000,Barra de São Francisco,Espirito Santo,,-18.631800,-40.805901
65213-000,Penalva,Maranhao ,,-3.232300,-45.130699
64725-000,Ribeira do Piauí,Piaui,,-8.097100,-42.576099
55590-000,Ipojuca,Pernambuco ,,-8.447000,-35.062801
44713-000,Quixabeira,Bahia,,-11.413400,-40.132999
58128-000,Matinhas,Paraiba,,-7.124300,-35.760700
35640-000,Pompéu,Minas Gerais,,-19.149500,-44.914902
28470-000,Santo Antônio de Pádua,Rio de Janeiro ,,-21.572399,-42.210899
95900-000,Lajeado,Rio Grande do Sul,,-29.427099,-52.041302
88600-000,São Joaquim,Santa Catarina ,,-28.301800,-49.997898
16300-000,Penápolis,Sao Paulo,,-21.391100,-50.109901
44400-000,Nazaré,Bahia,,-12.950000,-38.978699
79220-000,Nioaque,Mato Grosso do Sul,,-21.181499,-55.758598
98528-000,Derrubadas,Rio Grande do Sul,,-27.250299,-53.884102
76110-000,Turvânia,Goias,,-16.558100,-50.169102
55850-000,Vicência,Pernambuco ,,-7.656400,-35.391201
39490-000,Bonito de Minas,Minas Gerais,,-14.910100,-44.884701
85620-000,Salgado Filho,Parana,,-26.121000,-53.439400
58660-000,Juazeirinho,Paraiba,,-6.994600,-36.602100
96450-000,Dom Pedrito,Rio Grande do Sul,,-30.996201,-54.606201
99810-000,Severiano de Almeida,Rio Grande do Sul,,-27.406500,-52.107498
57670-000,Maribondo,Alagoas ,,-9.550900,-36.340302
62297-000,Catunda,Ceara,,-4.604700,-40.186298
32900-000,Igarapé,Minas Gerais,,-20.054199,-44.316399
76250-000,Baliza,Goias,,-16.366699,-52.436100
69260-000,Novo Aripuanã,Amazonas ,,-7.001000,-60.630199
36260-000,Alto Rio Doce,Minas Gerais,,-21.019300,-43.405399
78390-000,Barra do Bugres,Mato Grosso ,,-15.085800,-57.526001
85525-000,Mariópolis,Parana,,-26.316299,-52.574200
13920-000,Pedreira,Sao Paulo,,-22.750799,-46.890900
75340-000,Hidrolândia,Goias,,-17.016199,-49.254601
48475-000,Itapicuru,Bahia,,-11.181000,-38.149899
63645-000,Deputado Irapuan Pinheiro,Ceara,,-5.887400,-39.259201
38790-000,São Gonçalo do Abaeté,Minas Gerais,,-18.233101,-45.613201
38860-000,Arapuá,Minas Gerais,,-19.030701,-46.095798
37474-000,Dom Viçoso,Minas Gerais,,-22.231800,-45.148800
33800-000,Ribeirão das Neves,Minas Gerais,,-19.771500,-44.069599
95568-000,Dom Pedro de Alcântara,Rio Grande do Sul,,-29.356800,-49.872898
11990-000,Cananéia,Sao Paulo,,-24.981001,-48.000900
44715-000,Várzea do Poço,Bahia,,-11.588400,-40.393002
29190-000,Aracruz,Espirito Santo,,-19.819500,-40.191002
58798-000,Nova Olinda,Paraiba,,-7.452300,-38.011200
85630-000,Enéas Marques,Parana,,-25.864500,-53.159000
86760-000,Munhoz de Melo,Parana,,-23.112900,-51.731899
15270-000,Macaubal,Sao Paulo,,-20.862700,-49.985298
37145-000,Alterosa,Minas Gerais,,-21.219000,-46.186901
37136-000,Serrania,Minas Gerais,,-21.555099,-46.107101
37450-000,Aiuruoca,Minas Gerais,,-21.947001,-44.647800
38760-000,Serra do Salitre,Minas Gerais,,-19.149900,-46.653099
86610-000,Jaguapitã,Parana,,-23.076300,-51.583000
28455-000,São José de Ubá,Rio de Janeiro ,,-21.378300,-41.952599
59530-000,Pedro Avelino,Rio Grande do Norte ,,-5.440200,-36.345901
88970-000,São João do Sul,Santa Catarina ,,-29.207100,-49.851002
62620-000,Irauçuba,Ceara,,-3.897700,-39.788601
79790-000,Deodápolis,Mato Grosso do Sul,,-22.080400,-54.203201
75820-000,Serranópolis,Goias,,-18.270399,-52.247501
64980-000,Corrente,Piaui,,-10.472200,-45.046902
64645-000,Francisco Santos,Piaui,,-7.102900,-41.145000
89760-000,Itá,Santa Catarina ,,-27.231100,-52.309700
78870-000,Paranatinga,Mato Grosso ,,-13.343300,-54.015499
36976-000,Alto Jequitibá,Minas Gerais,,-20.437000,-41.951099
35506-000,São Sebastião do Oeste,Minas Gerais,,-20.243799,-45.040699
75800-000,Jataí,Goias,,-17.858299,-51.705299
16800-000,Mirandópolis,Sao Paulo,,-21.124599,-51.151199
55760-000,Vertente do Lério,Pernambuco ,,-7.789900,-35.803200
84300-000,Tibagi,Parana,,-24.658100,-50.518600
15735-000,Aparecida d'Oeste,Sao Paulo,,-20.484100,-50.918800
13330-000,Indaiatuba,Sao Paulo,,-23.102501,-47.182201
62780-000,Palmácia,Ceara,,-4.129600,-38.842602
85628-000,Manfrinópolis,Parana,,-26.100100,-53.358299
48110-000,Catu,Bahia,,-12.377600,-38.400501
39565-000,Rubelita,Minas Gerais,,-16.342100,-42.228001
26600-000,Paracambi,Rio de Janeiro ,,-22.619301,-43.735199
27400-000,Quatis,Rio de Janeiro ,,-22.362301,-44.232201
69240-000,Autazes,Amazonas ,,-3.873000,-59.681400
48130-000,Aramari,Bahia,,-12.046200,-38.557598
99530-000,Chapada,Rio Grande do Sul,,-28.104300,-53.088600
14300-000,Batatais,Sao Paulo,,-20.835100,-47.567402
13820-000,Jaguariúna,Sao Paulo,,-22.694700,-47.017300
49490-000,Poço Verde,Sergipe,,-10.816400,-38.150501
56380-000,Santa Maria da Boa Vista,Pernambuco ,,-8.579100,-39.926102
46530-000,Boquira,Bahia,,-12.739400,-42.641701
39140-000,Alvorada de Minas,Minas Gerais,,-18.795300,-43.369999
49940-000,Malhada dos Bois,Sergipe,,-10.328100,-36.935699
68450-000,Moju,Para,,-2.587100,-49.041000
28430-000,Cambuci,Rio de Janeiro ,,-21.508101,-41.948898
33400-000,Lagoa Santa,Minas Gerais,,-19.626801,-43.879902
68200-000,Alenquer,Para,,-0.854200,-54.945099
12630-000,Cachoeira Paulista,Sao Paulo,,-22.701200,-44.992298
11940-000,Jacupiranga,Sao Paulo,,-24.780399,-48.043400
19360-000,Santo Anastácio,Sao Paulo,,-22.015200,-51.701000
76335-000,Uruana,Goias,,-15.563700,-49.640301
47400-000,Xique-Xique,Bahia,,-10.833900,-42.563202
37270-000,Campo Belo,Minas Gerais,,-20.924500,-45.234001
77723-000,Centenário,Tocantins,,-9.153300,-47.447701
64105-000,Cabeceiras do Piauí,Piaui,,-4.433500,-42.230598
95588-000,Xangri-lá,Rio Grande do Sul,,-29.810499,-50.092201
19750-000,Lutécia,Sao Paulo,,-22.306499,-50.378201
19220-000,Narandiba,Sao Paulo,,-22.534000,-51.509800
11600-000,São Sebastião,Sao Paulo,,-23.761101,-45.596802
75175-000,Terezópolis de Goiás,Goias,,-16.427999,-49.074200
37267-000,Cana Verde,Minas Gerais,,-21.020599,-45.183300
37414-000,São Bento Abade,Minas Gerais,,-21.559799,-45.066502
55630-000,Pombos,Pernambuco ,,-8.225400,-35.416901
56900-000,Serra Talhada,Pernambuco ,,-8.090900,-38.399399
14460-000,Cristais Paulista,Sao Paulo,,-20.365400,-47.373001
75620-000,Pontalina,Goias,,-17.508699,-49.599400
37138-000,Fama,Minas Gerais,,-21.468399,-45.820099
64253-000,Milton Brandão,Piaui,,-4.740200,-41.594601
39330-000,Brasília de Minas,Minas Gerais,,-16.252501,-44.457100
36152-000,Goianá,Minas Gerais,,-21.560600,-43.185101
88150-000,Águas Mornas,Santa Catarina ,,-27.742300,-48.920200
78275-000,Rio Branco,Mato Grosso ,,-15.311200,-58.124500
35444-000,Amparo do Serra,Minas Gerais,,-20.523800,-42.798801
59830-000,Rodolfo Fernandes,Rio Grande do Norte ,,-5.856600,-38.093399
89500-000,Caçador,Santa Catarina ,,-26.768299,-51.119701
89160-000,Rio do Sul,Santa Catarina ,,-27.195900,-49.635300
89879-000,São Miguel da Boa Vista,Santa Catarina ,,-26.686001,-53.257198
86370-000,Santa Amélia,Parana,,-23.260401,-50.413300
23860-000,Mangaratiba,Rio de Janeiro ,,-22.977800,-44.006199
64993-000,São Gonçalo do Gurguéia,Piaui,,-10.076300,-45.423901
99580-000,Nova Boa Vista,Rio Grande do Sul,,-28.008900,-52.982101
97880-000,São Nicolau,Rio Grande do Sul,,-28.223600,-55.255901
99490-000,Tapera,Rio Grande do Sul,,-28.667601,-52.866199
44550-000,São Felipe,Bahia,,-12.865300,-39.096199
85790-000,Capitão Leônidas Marques,Parana,,-25.480000,-53.588001
85550-000,Coronel Vivida,Parana,,-26.001101,-52.596001
15640-000,São João das Duas Pontes,Sao Paulo,,-20.419100,-50.389599
69180-000,Urucurituba,Amazonas ,,-2.832700,-57.750099
61880-000,Itaitinga,Ceara,,-4.030400,-38.544300
86618-000,Prado Ferreira,Parana,,-23.024401,-51.379101
96750-000,Butiá,Rio Grande do Sul,,-30.205299,-52.006599
78981-000,Ministro Andreazza,Rondonia,,-11.155800,-61.678902
89770-000,Seara,Santa Catarina ,,-27.144800,-52.348598
11740-000,Itanhaém,Sao Paulo,,-24.058901,-46.845600
78620-000,General Carneiro,Mato Grosso ,,-15.515400,-53.297901
39775-000,José Raydan,Minas Gerais,,-18.263700,-42.465302
33350-000,São José da Lapa,Minas Gerais,,-19.690201,-43.991100
85570-000,São João,Parana,,-25.783800,-52.804199
95745-000,Capela de Santana,Rio Grande do Sul,,-29.712400,-51.380798
13830-000,Santo Antônio de Posse,Sao Paulo,,-22.604401,-46.947601
45645-000,Itapitanga,Bahia,,-14.463700,-39.625599
65578-000,Água Doce do Maranhão,Maranhao ,,-2.912500,-42.141300
58925-000,Santa Helena,Paraiba,,-6.727400,-38.595100
64578-000,Campo Grande do Piauí,Piaui,,-7.220700,-41.045101
78965-000,Monte Negro,Rondonia,,-10.304500,-63.354000
88215-000,Bombinhas,Santa Catarina ,,-27.178801,-48.501900
78350-000,Brasnorte,Mato Grosso ,,-12.249000,-58.002899
38300-000,Ituiutaba,Minas Gerais,,-19.015100,-49.550400
39425-000,Patis,Minas Gerais,,-16.058001,-44.111401
89950-000,Dionísio Cerqueira,Santa Catarina ,,-26.333401,-53.534000
88862-000,Treviso,Santa Catarina ,,-28.499399,-49.503601
15170-000,Tanabi,Sao Paulo,,-20.502100,-49.645802
75195-000,Bonfinópolis,Goias,,-16.597300,-49.014900
57425-000,Jaramataia,Alagoas ,,-9.650500,-36.960400
29885-000,Ponto Belo,Espirito Santo,,-18.252199,-40.498600
37926-000,Doresópolis,Minas Gerais,,-20.296900,-45.868599
58530-000,Camalaú,Paraiba,,-7.927000,-36.742100
85888-000,Ramilândia,Parana,,-25.091499,-54.006199
64110-000,José de Freitas,Piaui,,-4.729900,-42.613701
95750-000,Salvador do Sul,Rio Grande do Sul,,-29.480101,-51.514099
11760-000,Itariri,Sao Paulo,,-24.288799,-47.133301
45980-000,Prado,Bahia,,-17.118200,-39.349499
38380-000,Canápolis,Minas Gerais,,-18.777800,-49.275799
58710-000,Vista Serrana,Paraiba,,-6.741700,-37.576000
98175-000,Jari,Rio Grande do Sul,,-29.288000,-54.297798
14160-000,Sertãozinho,Sao Paulo,,-21.128201,-48.025200
13710-000,Tambaú,Sao Paulo,,-21.586901,-47.227600
71690-000,São Sebastiao,Distrito Federal,,-23.760000,-45.409698
36240-000,Santos Dumont,Minas Gerais,,-21.464500,-43.525700
69923-000,Bujari,Acre,,-9.578600,-68.171997
08550-000,Poá,Sao Paulo,,-23.534599,-46.346600
15845-000,Marapoama,Sao Paulo,,-21.257601,-49.148602
17990-000,Paulicéia,Sao Paulo,,-21.171700,-51.754200
57960-000,Jacuípe,Alagoas ,,-8.877200,-35.458801
59760-000,Almino Afonso,Rio Grande do Norte ,,-6.166900,-37.771198
58994-000,Diamante,Paraiba,,-7.410000,-38.308701
87000-000,Maringá,Parana,,-23.383900,-51.957298
28230-000,São Francisco de Itabapoana,Rio de Janeiro ,,-21.379999,-41.148998
95997-000,Itapuca,Rio Grande do Sul,,-28.771799,-52.200100
89545-000,Timbó Grande,Santa Catarina ,,-26.624599,-50.635502
18360-000,Itaóca,Sao Paulo,,-24.611601,-48.843899
47830-000,Baianópolis,Bahia,,-12.483300,-44.531101
38650-000,Bonfinópolis de Minas,Minas Gerais,,-16.544201,-46.132702
76280-000,Britânia,Goias,,-15.211200,-51.147900
76700-000,Mozarlândia,Goias,,-14.765000,-50.629601
39580-000,Francisco Sá,Minas Gerais,,-16.410200,-43.494999
15625-000,Meridiano,Sao Paulo,,-20.417700,-50.205399
14960-000,Novo Horizonte,Sao Paulo,,-21.452101,-49.302601
44580-000,São Miguel das Matas,Bahia,,-13.043100,-39.433998
29700-000,Colatina,Espirito Santo,,-19.462400,-40.662899
88960-000,Sombrio,Santa Catarina ,,-29.081900,-49.691799
15960-000,Ariranha,Sao Paulo,,-21.176901,-48.777699
75990-000,Palminópolis,Goias,,-16.831600,-50.242699
68709-000,Quatipuru,Para,,-0.825500,-47.010399
78970-000,São Miguel do Guaporé,Rondonia,,-11.707800,-62.935299
86945-000,São Pedro do Ivaí,Parana,,-23.833401,-51.869499
64960-000,Curimatá,Piaui,,-9.862100,-44.389900
64700-000,Simplício Mendes,Piaui,,-7.861700,-41.924801
15670-000,Populina,Sao Paulo,,-19.922100,-50.517300
45530-000,Itacaré,Bahia,,-14.369500,-39.125099
58900-000,Cajazeiras,Paraiba,,-6.922100,-38.569302
62170-000,Mucambo,Ceara,,-3.907800,-40.769402
78470-000,Rosário Oeste,Mato Grosso ,,-14.579800,-55.714802
93700-000,Campo Bom,Rio Grande do Sul,,-29.667200,-51.050499
15680-000,Guarani d'Oeste,Sao Paulo,,-20.070299,-50.362900
69930-000,Xapuri,Acre,,-10.596600,-68.648903
44630-000,Mairi,Bahia,,-11.634900,-40.213402
62130-000,Meruoca,Ceara,,-3.586000,-40.467300
83535-000,Campo Magro,Parana,,-25.268200,-49.475800
86720-000,Sabáudia,Parana,,-23.365801,-51.605400
64333-000,Assunção do Piauí,Piaui,,-5.855700,-40.948002
64613-000,Geminiano,Piaui,,-7.166000,-41.388000
17690-000,Bastos,Sao Paulo,,-21.952299,-50.749298
47500-000,Paratinga,Bahia,,-12.735600,-43.069698
47150-000,Santa Rita de Cássia,Bahia,,-11.027100,-44.595798
15580-000,Mira Estrela,Sao Paulo,,-19.972401,-50.130402
68820-000,São Sebastião da Boa Vista,Para,,-1.478700,-49.626301
59185-000,Várzea,Rio Grande do Norte ,,-6.286100,-35.355598
88220-000,Itapema,Santa Catarina ,,-27.107201,-48.624401
